case_id,cohort,gold_normalized,baseline_correct,metadata_missing,gate_should_override,gate_reason,gate_abstain_reason,recommended_answer,recommended_normalized_group,recommended_source,counterfactual_matches_gold,outcome_tag
openai_gsm8k_1113,guardrail_both_correct,36,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1114,guardrail_both_correct,1,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1117,guardrail_both_correct,17,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1118,guardrail_both_correct,3,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1119,guardrail_both_correct,82,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1123,guardrail_both_correct,21,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1126,guardrail_both_correct,4000,1,1,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1127,guardrail_both_correct,15,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1128,guardrail_both_correct,42,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1129,guardrail_both_correct,5,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1130,guardrail_both_correct,16,1,0,0,abstain_stdout_aligned,pal_stdout_already_matches_tiebreak_group,,16,none,,unchanged_still_correct
openai_gsm8k_1133,guardrail_pal_only_correct,5,1,0,0,abstain_stdout_aligned,pal_stdout_already_matches_tiebreak_group,,5,none,,unchanged_still_correct
openai_gsm8k_1134,guardrail_both_correct,6277,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1135,guardrail_both_correct,221,1,0,0,abstain_low_support,insufficient_histogram_support_for_tiebreak_group,,221,none,,unchanged_still_correct
openai_gsm8k_1136,guardrail_both_correct,122,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1138,guardrail_both_correct,8,1,0,0,abstain_low_support,insufficient_histogram_support_for_tiebreak_group,,8,none,,unchanged_still_correct
openai_gsm8k_1140,guardrail_both_correct,540,1,0,0,abstain_low_support,insufficient_histogram_support_for_tiebreak_group,,540,none,,unchanged_still_correct
openai_gsm8k_1141,guardrail_both_correct,1920,1,0,0,abstain_stdout_aligned,pal_stdout_already_matches_tiebreak_group,,1920,none,,unchanged_still_correct
openai_gsm8k_1142,guardrail_both_correct,7000,1,0,0,abstain_stdout_aligned,pal_stdout_already_matches_tiebreak_group,,7000,none,,unchanged_still_correct
openai_gsm8k_1143,guardrail_both_correct,5,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1145,guardrail_both_correct,600,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1146,guardrail_both_correct,12,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1148,guardrail_both_correct,21,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1149,guardrail_both_correct,3360,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1151,guardrail_both_correct,224000,1,0,0,abstain_stdout_aligned,pal_stdout_already_matches_tiebreak_group,,224000,none,,unchanged_still_correct
openai_gsm8k_1152,guardrail_both_correct,52,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1153,guardrail_both_correct,18,1,0,0,abstain_stdout_aligned,pal_stdout_already_matches_tiebreak_group,,18,none,,unchanged_still_correct
openai_gsm8k_1154,guardrail_both_correct,6,1,0,0,abstain_stdout_aligned,pal_stdout_already_matches_tiebreak_group,,6,none,,unchanged_still_correct
openai_gsm8k_1156,guardrail_both_correct,3,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1157,guardrail_both_correct,5600,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1159,guardrail_both_correct,8,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1160,guardrail_both_correct,140,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1161,guardrail_both_correct,6,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1163,guardrail_both_correct,80,1,0,0,abstain_low_support,insufficient_histogram_support_for_tiebreak_group,,80,none,,unchanged_still_correct
openai_gsm8k_1164,guardrail_both_correct,4800,1,0,0,abstain_stdout_aligned,pal_stdout_already_matches_tiebreak_group,,4800,none,,unchanged_still_correct
openai_gsm8k_1165,guardrail_both_correct,1210,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1167,guardrail_both_correct,480,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1168,guardrail_both_correct,31,1,0,0,abstain_low_support,insufficient_histogram_support_for_tiebreak_group,,31,none,,unchanged_still_correct
openai_gsm8k_1169,guardrail_both_correct,80,1,0,0,abstain_low_support,insufficient_histogram_support_for_tiebreak_group,,80,none,,unchanged_still_correct
openai_gsm8k_1170,guardrail_both_correct,44,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1171,guardrail_both_correct,40,1,0,0,abstain_low_support,insufficient_histogram_support_for_tiebreak_group,,40,none,,unchanged_still_correct
openai_gsm8k_1172,guardrail_both_correct,36,1,0,0,abstain_stdout_aligned,pal_stdout_already_matches_tiebreak_group,,36,none,,unchanged_still_correct
openai_gsm8k_1173,guardrail_both_correct,12,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1174,guardrail_both_correct,10,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1176,guardrail_both_correct,13,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1177,guardrail_both_correct,320,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1178,guardrail_both_correct,29,1,0,0,abstain_stdout_aligned,pal_stdout_already_matches_tiebreak_group,,29,none,,unchanged_still_correct
openai_gsm8k_1179,guardrail_both_correct,21,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1180,guardrail_both_correct,1520,1,0,0,abstain_stdout_aligned,pal_stdout_already_matches_tiebreak_group,,1520,none,,unchanged_still_correct
openai_gsm8k_1182,guardrail_both_correct,5,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1183,guardrail_both_correct,2,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1184,guardrail_both_correct,160,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1185,guardrail_both_correct,2,1,0,0,abstain_low_support,insufficient_histogram_support_for_tiebreak_group,,2,none,,unchanged_still_correct
openai_gsm8k_1186,guardrail_both_correct,50,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1188,guardrail_both_correct,64,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1189,guardrail_both_correct,15,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1190,guardrail_both_correct,5,1,0,0,abstain_stdout_aligned,pal_stdout_already_matches_tiebreak_group,,5,none,,unchanged_still_correct
openai_gsm8k_1191,guardrail_both_correct,47,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1192,guardrail_both_correct,3,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1193,guardrail_both_correct,11,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1194,guardrail_both_correct,-3,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1195,guardrail_both_correct,15,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1196,guardrail_both_correct,20,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1197,guardrail_both_correct,100,1,0,0,abstain_stdout_aligned,pal_stdout_already_matches_tiebreak_group,,100,none,,unchanged_still_correct
openai_gsm8k_1200,guardrail_both_correct,2,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1201,guardrail_both_correct,160,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1202,guardrail_both_correct,18,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1203,guardrail_both_correct,51,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1206,guardrail_both_correct,12,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1207,guardrail_both_correct,595,1,0,0,abstain_stdout_aligned,pal_stdout_already_matches_tiebreak_group,,595,none,,unchanged_still_correct
openai_gsm8k_1208,guardrail_both_correct,79,1,0,0,abstain_low_support,insufficient_histogram_support_for_tiebreak_group,,79,none,,unchanged_still_correct
openai_gsm8k_1209,guardrail_both_correct,300,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1211,guardrail_both_correct,66,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1212,guardrail_both_correct,30,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1213,guardrail_both_correct,2350,1,0,0,abstain_low_support,insufficient_histogram_support_for_tiebreak_group,,2350,none,,unchanged_still_correct
openai_gsm8k_1216,guardrail_both_correct,118000,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1218,guardrail_pal_only_correct,120,1,0,0,abstain_stdout_aligned,pal_stdout_already_matches_tiebreak_group,,120,none,,unchanged_still_correct
openai_gsm8k_1220,guardrail_both_correct,50,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1221,guardrail_both_correct,45,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1222,guardrail_both_correct,31,1,0,0,abstain_low_support,insufficient_histogram_support_for_tiebreak_group,,31,none,,unchanged_still_correct
openai_gsm8k_1224,guardrail_both_correct,50,1,0,0,abstain_low_support,insufficient_histogram_support_for_tiebreak_group,,50,none,,unchanged_still_correct
openai_gsm8k_1225,guardrail_both_correct,32,1,0,0,abstain_low_support,insufficient_histogram_support_for_tiebreak_group,,32,none,,unchanged_still_correct
openai_gsm8k_1226,guardrail_both_correct,5600,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1227,guardrail_both_correct,5,1,0,0,abstain_stdout_aligned,pal_stdout_already_matches_tiebreak_group,,5,none,,unchanged_still_correct
openai_gsm8k_1228,guardrail_both_correct,350,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1229,guardrail_both_correct,58,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1231,guardrail_both_correct,10,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1233,guardrail_both_correct,300,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1234,guardrail_both_correct,168,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1236,guardrail_both_correct,1200,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1237,guardrail_both_correct,255,1,0,0,abstain_low_support,insufficient_histogram_support_for_tiebreak_group,,255,none,,unchanged_still_correct
openai_gsm8k_1238,guardrail_both_correct,35,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1239,guardrail_both_correct,220,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1240,guardrail_both_correct,2,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1241,guardrail_both_correct,100,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1242,guardrail_both_correct,3200,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1243,guardrail_both_correct,38,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1245,guardrail_both_correct,12,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1246,guardrail_both_correct,12,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1247,guardrail_both_correct,25,1,0,0,abstain_stdout_aligned,pal_stdout_already_matches_tiebreak_group,,25,none,,unchanged_still_correct
openai_gsm8k_1249,guardrail_both_correct,15,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1250,guardrail_both_correct,250,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1251,guardrail_both_correct,4,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1252,guardrail_both_correct,250,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1253,guardrail_both_correct,60,1,0,0,abstain_low_support,insufficient_histogram_support_for_tiebreak_group,,60,none,,unchanged_still_correct
openai_gsm8k_1254,guardrail_both_correct,77,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1255,guardrail_both_correct,12,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1256,guardrail_both_correct,270,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1257,guardrail_both_correct,276,1,0,0,abstain_stdout_aligned,pal_stdout_already_matches_tiebreak_group,,276,none,,unchanged_still_correct
openai_gsm8k_1258,guardrail_both_correct,694,1,0,0,abstain_low_support,insufficient_histogram_support_for_tiebreak_group,,694,none,,unchanged_still_correct
openai_gsm8k_1259,guardrail_both_correct,247,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1260,guardrail_both_correct,250,1,0,0,abstain_low_support,insufficient_histogram_support_for_tiebreak_group,,250,none,,unchanged_still_correct
openai_gsm8k_1261,guardrail_both_correct,21,1,0,0,abstain_low_support,insufficient_histogram_support_for_tiebreak_group,,21,none,,unchanged_still_correct
openai_gsm8k_1262,guardrail_both_correct,70,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1263,guardrail_both_correct,4,1,0,0,abstain_stdout_aligned,pal_stdout_already_matches_tiebreak_group,,4,none,,unchanged_still_correct
openai_gsm8k_1264,guardrail_both_correct,70,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1265,guardrail_pal_only_correct,91,1,0,0,abstain_stdout_aligned,pal_stdout_already_matches_tiebreak_group,,91,none,,unchanged_still_correct
openai_gsm8k_1266,guardrail_both_correct,50,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1267,guardrail_both_correct,14,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1268,guardrail_both_correct,280,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1269,guardrail_both_correct,36,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1270,guardrail_both_correct,27000,1,1,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1271,guardrail_both_correct,10,1,0,0,abstain_stdout_aligned,pal_stdout_already_matches_tiebreak_group,,10,none,,unchanged_still_correct
openai_gsm8k_1272,guardrail_both_correct,385000,1,0,0,abstain_low_support,insufficient_histogram_support_for_tiebreak_group,,385000.00000000006,none,,unchanged_still_correct
openai_gsm8k_1273,guardrail_both_correct,160,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1274,guardrail_both_correct,665,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1276,guardrail_both_correct,9,1,0,0,abstain_stdout_aligned,pal_stdout_already_matches_tiebreak_group,,9,none,,unchanged_still_correct
openai_gsm8k_1277,guardrail_both_correct,80,1,0,0,abstain_stdout_aligned,pal_stdout_already_matches_tiebreak_group,,80,none,,unchanged_still_correct
openai_gsm8k_1280,guardrail_both_correct,11,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1282,guardrail_both_correct,7,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1283,guardrail_both_correct,21,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1284,guardrail_both_correct,4,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1285,guardrail_both_correct,10,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1286,guardrail_both_correct,2,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1287,guardrail_both_correct,20,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1288,guardrail_both_correct,160,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1289,guardrail_both_correct,4,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1292,guardrail_both_correct,3,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1293,guardrail_both_correct,32,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1294,guardrail_both_correct,17,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1295,guardrail_both_correct,210,1,0,0,abstain_stdout_aligned,pal_stdout_already_matches_tiebreak_group,,210,none,,unchanged_still_correct
openai_gsm8k_1296,guardrail_pal_only_correct,33,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1298,guardrail_both_correct,1490,1,0,0,abstain_low_support,insufficient_histogram_support_for_tiebreak_group,,1490,none,,unchanged_still_correct
openai_gsm8k_1300,guardrail_both_correct,12,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1301,guardrail_both_correct,227,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1302,guardrail_both_correct,56,1,0,0,abstain_stdout_aligned,pal_stdout_already_matches_tiebreak_group,,56,none,,unchanged_still_correct
openai_gsm8k_1304,guardrail_both_correct,7,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1305,guardrail_both_correct,1050,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1306,guardrail_both_correct,24,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1308,guardrail_both_correct,6,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1309,guardrail_both_correct,16,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1310,guardrail_both_correct,9,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1311,guardrail_both_correct,5,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1312,guardrail_both_correct,3,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1313,guardrail_both_correct,7,1,0,0,abstain_stdout_aligned,pal_stdout_already_matches_tiebreak_group,,7,none,,unchanged_still_correct
openai_gsm8k_1315,guardrail_both_correct,38,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1316,guardrail_both_correct,5,1,0,0,abstain_no_tiebreak,tiebreak_not_triggered,,,none,,unchanged_still_correct
openai_gsm8k_1318,guardrail_both_correct,10,1,0,0,abstain_stdout_aligned,pal_stdout_already_matches_tiebreak_group,,10,none,,unchanged_still_correct
