path,size_bytes,size_mb
docs/CANONICAL_REAL_MODEL_VALIDATION_20260424T_COHERE_REAL_MAIN_cohere_23_4_HuggingFaceH4_aime_2024.md,1416,0.0014
docs/CANONICAL_REAL_MODEL_VALIDATION_20260424T_COHERE_REAL_MAIN_cohere_23_4_openai_gsm8k.md,1894,0.0018
docs/CANONICAL_REAL_MODEL_VALIDATION_20260424T_COHERE_REAL_MAIN_cohere_23_6_HuggingFaceH4_MATH-500.md,1414,0.0013
docs/CANONICAL_REAL_MODEL_VALIDATION_20260424T_COHERE_REAL_MAIN_cohere_23_6_HuggingFaceH4_aime_2024.md,1416,0.0014
docs/CANONICAL_REAL_MODEL_VALIDATION_20260424T_COHERE_REAL_MAIN_cohere_23_6_openai_gsm8k.md,1394,0.0013
docs/CANONICAL_REAL_MODEL_VALIDATION_20260424T_COHERE_REAL_MAIN_cohere_23_8_HuggingFaceH4_MATH-500.md,1414,0.0013
docs/CANONICAL_REAL_MODEL_VALIDATION_20260424T_COHERE_REAL_MAIN_cohere_23_8_HuggingFaceH4_aime_2024.md,1416,0.0014
docs/CANONICAL_REAL_MODEL_VALIDATION_20260424T_COHERE_REAL_MAIN_cohere_23_8_openai_gsm8k.md,1394,0.0013
docs/CANONICAL_REAL_MODEL_VALIDATION_20260424T_OPENAI_REAL_MAIN_openai_11_4_HuggingFaceH4_MATH-500.md,1904,0.0018
docs/CANONICAL_REAL_MODEL_VALIDATION_20260424T_OPENAI_REAL_MAIN_openai_11_4_HuggingFaceH4_aime_2024.md,1906,0.0018
docs/CANONICAL_REAL_MODEL_VALIDATION_20260424T_OPENAI_REAL_MAIN_openai_11_4_openai_gsm8k.md,1884,0.0018
docs/CANONICAL_REAL_MODEL_VALIDATION_20260424T_OPENAI_REAL_MAIN_openai_11_6_HuggingFaceH4_MATH-500.md,1904,0.0018
docs/CANONICAL_REAL_MODEL_VALIDATION_20260424T_OPENAI_REAL_MAIN_openai_11_6_HuggingFaceH4_aime_2024.md,1906,0.0018
docs/CANONICAL_REAL_MODEL_VALIDATION_20260424T_OPENAI_REAL_MAIN_openai_11_6_openai_gsm8k.md,1884,0.0018
docs/CANONICAL_REAL_MODEL_VALIDATION_20260424T_OPENAI_REAL_MAIN_openai_11_8_HuggingFaceH4_MATH-500.md,1904,0.0018
docs/CANONICAL_REAL_MODEL_VALIDATION_20260424T_OPENAI_REAL_MAIN_openai_11_8_HuggingFaceH4_aime_2024.md,1906,0.0018
docs/CANONICAL_REAL_MODEL_VALIDATION_20260424T_OPENAI_REAL_MAIN_openai_11_8_openai_gsm8k.md,1884,0.0018
docs/CANONICAL_REAL_MODEL_VALIDATION_20260424T_OPENAI_REAL_MAIN_openai_23_4_HuggingFaceH4_MATH-500.md,1904,0.0018
docs/CANONICAL_REAL_MODEL_VALIDATION_20260424T_OPENAI_REAL_MAIN_openai_23_4_HuggingFaceH4_aime_2024.md,1906,0.0018
docs/CANONICAL_REAL_MODEL_VALIDATION_20260424T_OPENAI_REAL_MAIN_openai_23_4_openai_gsm8k.md,1884,0.0018
docs/CANONICAL_REAL_MODEL_VALIDATION_20260424T_OPENAI_REAL_MAIN_openai_23_6_HuggingFaceH4_MATH-500.md,1904,0.0018
docs/CANONICAL_REAL_MODEL_VALIDATION_20260424T_OPENAI_REAL_MAIN_openai_23_6_HuggingFaceH4_aime_2024.md,1906,0.0018
docs/CANONICAL_REAL_MODEL_VALIDATION_20260424T_OPENAI_REAL_MAIN_openai_23_6_openai_gsm8k.md,1884,0.0018
docs/CANONICAL_REAL_MODEL_VALIDATION_20260424T_OPENAI_REAL_MAIN_openai_23_8_HuggingFaceH4_MATH-500.md,1904,0.0018
docs/CANONICAL_REAL_MODEL_VALIDATION_20260424T_OPENAI_REAL_MAIN_openai_23_8_HuggingFaceH4_aime_2024.md,1906,0.0018
docs/CANONICAL_REAL_MODEL_VALIDATION_20260424T_OPENAI_REAL_MAIN_openai_23_8_openai_gsm8k.md,1884,0.0018
docs/CANONICAL_RUNTIME_DEPENDENCIES.md,1488,0.0014
docs/CANONICAL_START_HERE.md,1879,0.0018
docs/CANONICAL_UNCERTAINTY_FIELDS_SCHEMA.md,2233,0.0021
docs/CLAIM_MAP_2026_04_18.md,4794,0.0046
docs/COHERE_BOUNDED_HARD_CASE_ADJUDICATION_PASS_2026_04_17.md,4629,0.0044
docs/COHERE_GROQ_DIVERSITY_REALIZATION_HARDENING_STATUS_2026_04_18.md,5251,0.0050
docs/COHERE_PRODUCTION_KEY_RUNTIME_VERIFICATION_2026_04_17.md,1620,0.0015
docs/COHERE_REAL_MODEL_MAIN_RUN_AUDIT_20260424T163700Z.md,8945,0.0085
docs/COHERE_RERANK_BRANCH_ALLOCATION_BOUNDED_PASS_2026_04_17.md,5194,0.0050
docs/COHERE_STRICT_HARD_CASE_ADJUDICATION_RERUN_2026_04_17.md,4456,0.0042
docs/COMPARISON_BUNDLE_STATUS_2026_04_17.md,5949,0.0057
docs/COMPLETION_AWARE_DECISION_STATUS_2026_04_18.md,8863,0.0085
docs/COMPONENT_ABLATION_STRICT_F3_PAPER_SURFACE_20260422T180445Z.md,4171,0.0040
docs/COMPUTE_RESPONSE_CURVE_STATUS_2026_04_18.md,5536,0.0053
docs/CONDITIONAL_EARLY_INTERVENTION_MANUSCRIPT_SLICE_20260423T194504Z.md,5948,0.0057
docs/CONDITIONAL_EARLY_RISK_CAP_SEED_STABILITY_CONFIRMATION_20260423T201901Z.md,5101,0.0049
docs/CONDITIONAL_EARLY_RISK_CAP_SENSITIVITY_PASS_20260423T195711Z.md,4589,0.0044
docs/CONDITIONAL_K_RELAXATION_EVAL_20260421T165840Z.md,1145,0.0011
docs/CONDITIONAL_NEAR_TIE_INFORMATION_EXPANSION_STATUS_2026_04_17.md,5912,0.0056
docs/CONDITIONAL_RISK_CAP_MANUSCRIPT_PROMOTION_DECISION_20260423T203259Z.md,3215,0.0031
docs/CONDITIONAL_RISK_CAP_PROMOTION_DECISION_CONFIRMATION_20260423.md,1303,0.0012
docs/CONFIDENT_LEARNING_HARD_PAIR_CLEANUP_STATUS_2026-04-17.md,5448,0.0052
docs/CONTINUATION_PLAN_2026_04_18.md,3657,0.0035
docs/CROSS_PROVIDER_REAL_MODEL_MAIN_RUN_AUDIT_20260424T163701Z.md,4198,0.0040
docs/CROSS_PROVIDER_REAL_MODEL_TOKEN_ACCOUNTING_VALIDATION_20260424T140000Z_CROSS_REAL.md,1130,0.0011
docs/CURRENT_BASELINE_NEXT_STEPS_2026_04_21.md,6781,0.0065
docs/CURRENT_BOTTLENECKS.md,4146,0.0040
docs/CURRENT_BRANCH_ALLOCATION_AND_ANTI_COLLAPSE_REFERENCES_2026_04_20.md,9563,0.0091
docs/CURRENT_BRANCH_LEARNING_DATASET_READINESS.md,7099,0.0068
docs/CURRENT_CANONICAL_METHOD_RANKING_STATUS_20260421T212948Z.md,626,0.0006
docs/CURRENT_DATASET_AUDIT_STATUS.md,13019,0.0124
docs/CURRENT_DATA_UTILIZATION_AUDIT_AND_UPGRADE_2026_04_17.md,2993,0.0029
docs/CURRENT_DEFAULT_MODEL_AND_STRICT_PHASED_STATUS_2026_04_21.md,5316,0.0051
docs/CURRENT_EXPERIMENTS_INDEX_2026_04_21.md,8312,0.0079
docs/CURRENT_EXPERIMENT_RULE_2026_04_18.md,4938,0.0047
docs/CURRENT_FAILURE_OUTPUT_LAYER_REPAIR_STATUS_2026_04_20.md,3287,0.0031
docs/CURRENT_FULL_METHOD_COMPARISON_BUNDLE_STATUS_2026_04_20.md,4358,0.0042
docs/CURRENT_FULL_METHOD_FAILURE_ABSENT_TREE_AUDIT_2026_04_20.md,5183,0.0049
docs/CURRENT_LEADING_DIRECTION_2026_04_17.md,3325,0.0032
docs/CURRENT_METHOD_SUMMARY_AND_GAPS.md,3528,0.0034
docs/CURRENT_OUR_METHOD_STATUS_20260422T001521Z.md,518,0.0005
docs/CURRENT_PHASE_REFRESH_2026_04_15.md,5280,0.0050
docs/CURRENT_PROJECT_STATUS.md,6176,0.0059
docs/CURRENT_PROMOTED_METHOD_LINE_2026_04_20.md,4805,0.0046
docs/CURRENT_RANKING_AND_COMPETITIVE_STATUS_2026_04_20.md,3461,0.0033
docs/CURRENT_REFERENCES_AND_BASELINES_INDEX_2026_04_20.md,5708,0.0054
docs/CURRENT_REFERENCES_AND_RATIONALE.md,7796,0.0074
docs/CURRENT_REFERENCES_SUPPLEMENT_2026_04_15.md,5542,0.0053
docs/CURRENT_REFERENCES_SUPPLEMENT_2026_04_15_DISTILLATION_READY.md,5852,0.0056
docs/CURRENT_REFERENCES_SUPPLEMENT_2026_04_15_ORACLE_PHASE.md,4896,0.0047
docs/CURRENT_REFERENCES_SUPPLEMENT_2026_04_16.md,12608,0.0120
docs/CURRENT_REPO_ASSESSMENT_2026_04_16.md,8393,0.0080
docs/CURRENT_REPO_STATUS_2026_04_15_DISTILLATION_READY.md,10702,0.0102
docs/CURRENT_REPO_STATUS_2026_04_15_ORACLE_READY.md,8143,0.0078
docs/CURRENT_RESULTS_AND_ARTIFACTS_INDEX_2026_04_20.md,7423,0.0071
docs/CURRENT_SAFE_CLAIMS.md,13480,0.0129
docs/CURRENT_STATE_AND_NEXT_WORK_2026_04_19.md,7923,0.0076
docs/CURRENT_STRATEGIC_UPDATE_2026_04_16.md,6248,0.0060
docs/DAILY_OPERATOR_PATH_2026_04_18.md,2604,0.0025
docs/DATASET_ADDITION_HF_TOKEN_FOLLOWUP_STATUS_2026_04_19.md,1932,0.0018
docs/DATASET_ADDITION_PRIORITIES_2026_04_19.md,5844,0.0056
docs/DATASET_ADDITION_STATUS_AIME2025_LCB_HMMT_BRUMO_HLE_MMLUPRO_2026_04_19.md,2572,0.0025
docs/DATASET_EXPANSION_INTEGRATION_20260422T120000Z.md,4902,0.0047
docs/DATASET_EXPANSION_PRIORITIES_2026_04_17.md,3332,0.0032
docs/DATASET_STATUS.md,3100,0.0030
docs/DATA_PROCESSING_AND_CANONICAL_DATA_STATUS_2026_04_18.md,7132,0.0068
docs/DATA_QUALITY_MIXED_TRUST_PASS_2026_04_17.md,5085,0.0048
docs/DAVIDSON_TIE_AWARE_BRANCH_COMPARISON_STATUS_2026_04_17.md,5744,0.0055
docs/DEFER_CONDITIONED_FALLBACK_STATUS.md,1963,0.0019
docs/DIAGNOSTIC_READING_PATH_2026_04_18.md,3762,0.0036
docs/DIRECT_COMPARATOR_IMPLEMENTATION_NOTE_2602_01070.md,1945,0.0019
docs/DISCOUNTED_MULTISTEP_TARGET_STATUS_2026_04_18.md,5759,0.0055
docs/DIVERSITY_NEEDED_GATE_BOUNDED_COMPARISON_STATUS_2026_04_19.md,2077,0.0020
docs/DUPLICATE_AWARE_AGGREGATION_AND_COMMIT_STATUS_2026_04_18.md,3875,0.0037
docs/EARLY_ANSWER_GROUP_PRESERVATION_BOUNDED_STATUS_2026_04_19.md,2773,0.0026
docs/EARLY_ANSWER_GROUP_PRESERVATION_COMPACT_CASEBOOK_2026_04_19.md,2299,0.0022
docs/EVALUATION_AND_BASELINES_INDEX.md,1289,0.0012
docs/EXECUTION_AND_DISTILLATION_READINESS_2026_04_15.md,6071,0.0058
docs/EXPERIMENT_LEDGER_2026_04_18.md,7835,0.0075
docs/EXPERIMENT_STATUS.md,1336,0.0013
docs/EXPLORATORY_INDEX.md,2190,0.0021
docs/EXTENDED_BUDGET_BROADER_SEEDS_ROBUSTNESS_2026_04_23.md,3669,0.0035
docs/EXTENDED_BUDGET_CONTRACT_AND_RESULTS_2026_04_23.md,5180,0.0049
docs/EXTENDED_BUDGET_FAILURE_MECHANISMS_2026_04_23.md,2349,0.0022
docs/EXTERNAL_ADJACENT_BASELINE_BUNDLE_20260422T011400Z.md,3745,0.0036
docs/EXTERNAL_ADJACENT_BASELINE_BUNDLE_20260422T201000Z.md,1251,0.0012
docs/EXTERNAL_BASELINE_DEFEAT_CASEBOOK_2026_04_19.md,37420,0.0357
docs/EXTERNAL_BASELINE_PAPER_READINESS_DECISION_PACKAGE.md,3585,0.0034
docs/EXTERNAL_DATASET_PRM_MATHSHEPHERD_APPS_STATUS_2026_04_16.md,3565,0.0034
docs/FAILURE_CASEBOOK_CURRENT_LEADING_METHOD_2026_04_17.md,9347,0.0089
docs/FIGURE1_SCHEMATIC_NOTES.md,610,0.0006
docs/FINAL_ANSWER_RECOVERY_STATUS_2026_04_18.md,2545,0.0024
docs/FINAL_EVALUATION_FAIRNESS_AND_CLAIM_BOUNDARIES_20260422T235900Z.md,3416,0.0033
docs/FINAL_FIGURE_PACKAGE_REPORT_20260422T181524Z.md,4628,0.0044
docs/FINAL_INHOUSE_METHOD_DECISION_20260422T001521Z.md,6005,0.0057
docs/FINAL_STRICT_PHASED_CAP_K678_EVAL_20260421T043950Z.md,6905,0.0066
docs/FINAL_STRICT_PHASED_DEFAULT_DECISION_EVAL_20260421T042913Z.md,8092,0.0077
docs/FRONT_DOOR.md,484,0.0005
docs/FULL_COMPARATIVE_MISTAKE_AUDIT_VS_BEST_METHOD_2026_04_18.md,10103,0.0096
docs/FULL_DATA_STATUS_AND_EXPANSION_2026_04_18.md,6564,0.0063
docs/FULL_METHOD_COMPARISON_BUNDLE_STATUS_2026_04_19.md,4468,0.0043
docs/FULL_METHOD_COMPARISON_STATUS_2026_04_18.md,9115,0.0087
docs/FULL_OUR_METHOD_VS_EXTERNAL_BASELINES_COMPARISON_20260422T230000Z.md,803,0.0008
docs/FULL_REPOSITORY_AUDIT_AND_POLISH_2026_04_18.md,6636,0.0063
docs/FUNCTIONS_AND_OBJECTIVES_STATUS_2026_04_18.md,6961,0.0066
docs/GBDT_BRANCH_ALLOCATOR_STATUS.md,6969,0.0066
docs/HARD_CASE_FEATURE_REPRESENTATION_STATUS.md,5962,0.0057
docs/HARD_MAX_FAMILY_EXPANSIONS_EVAL_20260421T040333Z.md,4398,0.0042
docs/HARD_MAX_FAMILY_EXPANSIONS_K456_EVAL_20260421T041916Z.md,4663,0.0044
