example_id,budget,method,runtime_method,prediction,is_correct,actions,expansions,absent_from_tree,present_not_selected,early_prefix,early_unique_answer_groups,early_repeated_family_expansions,early_repeated_family_expansion_rate,early_maturation_actions,early_gated_override_considered,early_gated_override_applied,early_gated_override_skipped_reason,early_gated_override_triggers
mock_13,4,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,31,0,4,4,0,0,2,1,0,0.0,0,0,0,disabled,
mock_14,4,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,59,0,4,4,0,0,2,1,1,1.0,0,0,0,disabled,
mock_15,4,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,15,1,4,4,0,0,2,1,1,1.0,0,0,0,disabled,
mock_16,4,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,33,0,4,4,0,0,2,2,1,1.0,0,0,0,disabled,
mock_17,4,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,22,1,4,4,0,0,2,2,1,1.0,0,0,0,disabled,
mock_0,4,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,85,1,4,4,0,0,2,1,1,1.0,2,0,0,disabled,
mock_1,4,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,85,1,4,4,0,0,2,1,1,1.0,2,0,0,disabled,
mock_2,4,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,104,0,4,4,0,0,2,2,1,1.0,2,0,0,disabled,
mock_3,4,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,44,1,4,4,0,0,2,2,1,1.0,2,0,0,disabled,
mock_4,4,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,19,1,4,4,0,0,2,1,1,1.0,2,0,0,disabled,
mock_5,4,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,29,1,4,4,0,0,2,2,1,1.0,2,0,0,disabled,
mock_6,4,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,17,1,4,4,0,0,2,1,1,1.0,2,0,0,disabled,
mock_7,4,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,23,1,4,4,0,0,2,1,1,1.0,2,0,0,disabled,
mock_8,4,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,52,1,4,4,0,0,2,1,1,1.0,2,0,0,disabled,
mock_9,4,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,,0,4,4,0,0,2,1,1,1.0,2,0,0,disabled,
mock_10,4,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,41,0,4,4,0,0,2,2,1,1.0,2,0,0,disabled,
mock_11,4,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,74,1,4,4,0,0,2,2,1,1.0,2,0,0,disabled,
mock_12,4,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,75,1,4,4,0,0,2,1,1,1.0,2,0,0,disabled,
mock_13,4,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,29,1,4,4,0,0,2,1,1,1.0,2,0,0,disabled,
mock_14,4,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,60,1,4,4,0,0,2,2,1,1.0,2,0,0,disabled,
mock_15,4,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,15,1,4,4,0,0,2,1,1,1.0,2,0,0,disabled,
mock_16,4,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,32,1,4,4,0,0,2,2,1,1.0,2,0,0,disabled,
mock_17,4,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,21,0,4,4,0,0,2,2,1,1.0,2,0,0,disabled,
mock_0,4,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,82,0,4,4,0,0,2,1,1,1.0,0,2,0,no_collapse_trigger,
mock_1,4,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,85,1,4,4,0,0,2,2,1,1.0,0,2,0,no_collapse_trigger,
mock_2,4,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,,0,4,4,0,0,2,1,1,1.0,0,2,0,no_collapse_trigger,
mock_3,4,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,45,0,4,4,0,0,2,1,1,1.0,0,2,0,no_collapse_trigger,
mock_4,4,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,19,1,3,3,0,0,2,2,1,1.0,0,2,0,no_collapse_trigger,
mock_5,4,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,29,1,4,4,0,0,2,2,1,1.0,0,2,0,no_collapse_trigger,
mock_6,4,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,14,0,4,4,0,0,2,2,1,1.0,0,2,0,no_collapse_trigger,
mock_7,4,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,23,1,4,4,0,0,2,2,1,1.0,0,2,0,no_collapse_trigger,
mock_8,4,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,49,0,3,3,0,0,2,2,1,1.0,0,2,0,no_collapse_trigger,
mock_9,4,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,78,1,4,4,0,0,2,2,1,1.0,0,2,0,no_collapse_trigger,
mock_10,4,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,41,0,4,4,0,0,2,1,1,1.0,0,2,0,no_collapse_trigger,
mock_11,4,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,71,0,4,4,0,0,2,2,1,1.0,0,2,0,no_collapse_trigger,
mock_12,4,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,75,1,4,4,0,0,2,2,1,1.0,0,2,0,no_collapse_trigger,
mock_13,4,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,29,1,4,4,0,0,2,2,1,1.0,0,2,0,no_collapse_trigger,
mock_14,4,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,60,1,4,4,0,0,2,1,1,1.0,0,2,0,no_collapse_trigger,
mock_15,4,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,15,1,4,4,0,0,2,1,0,0.0,0,2,0,no_collapse_trigger,
mock_16,4,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,32,1,4,4,0,0,2,1,1,1.0,0,2,0,no_collapse_trigger,
mock_17,4,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,,0,4,4,0,0,2,1,1,1.0,0,2,0,no_collapse_trigger,
mock_0,4,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,85,1,4,4,0,0,2,1,1,1.0,0,0,0,disabled,
mock_1,4,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,84,0,4,4,0,0,2,1,0,0.0,0,0,0,disabled,
mock_2,4,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,104,0,2,2,0,0,2,1,0,0.0,0,0,0,disabled,
mock_3,4,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,44,1,4,4,0,0,2,2,1,1.0,0,0,0,disabled,
mock_4,4,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,19,1,4,4,0,0,2,2,1,1.0,0,0,0,disabled,
mock_5,4,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,29,1,4,4,0,0,2,2,1,1.0,0,0,0,disabled,
mock_6,4,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,17,1,4,4,0,0,2,1,1,1.0,0,0,0,disabled,
mock_7,4,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,23,1,4,4,0,0,2,1,1,1.0,0,0,0,disabled,
mock_8,4,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,52,1,4,4,0,0,2,1,1,1.0,0,0,0,disabled,
mock_9,4,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,79,0,2,2,0,0,2,1,0,0.0,0,0,0,disabled,
mock_10,4,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,43,1,4,4,0,0,2,1,1,1.0,0,0,0,disabled,
mock_11,4,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,72,0,4,4,0,0,2,1,1,1.0,0,0,0,disabled,
mock_12,4,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,,0,4,4,0,0,2,1,1,1.0,0,0,0,disabled,
mock_13,4,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,27,0,4,4,0,0,2,2,1,1.0,0,0,0,disabled,
mock_14,4,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,60,1,4,4,0,0,2,1,1,1.0,0,0,0,disabled,
mock_15,4,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,15,1,4,4,0,0,2,1,1,1.0,0,0,0,disabled,
mock_16,4,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,30,0,4,4,0,0,2,1,1,1.0,0,0,0,disabled,
mock_17,4,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,22,1,4,4,0,0,2,2,1,1.0,0,0,0,disabled,
mock_0,4,external_l1_max,external_l1_max,85,1,2,2,0,0,2,0,0,1.0,0,0,0,,
mock_1,4,external_l1_max,external_l1_max,82,0,1,1,0,0,2,0,0,0.0,0,0,0,,
mock_2,4,external_l1_max,external_l1_max,101,0,2,2,0,0,2,0,0,1.0,0,0,0,,
mock_3,4,external_l1_max,external_l1_max,46,0,4,4,0,0,2,0,0,1.0,0,0,0,,
mock_4,4,external_l1_max,external_l1_max,19,1,1,1,0,0,2,0,0,0.0,0,0,0,,
mock_5,4,external_l1_max,external_l1_max,29,1,2,2,0,0,2,0,0,1.0,0,0,0,,
mock_6,4,external_l1_max,external_l1_max,17,1,1,1,0,0,2,0,0,0.0,0,0,0,,
mock_7,4,external_l1_max,external_l1_max,23,1,3,3,0,0,2,0,0,1.0,0,0,0,,
mock_8,4,external_l1_max,external_l1_max,55,0,2,2,0,0,2,0,0,1.0,0,0,0,,
mock_9,4,external_l1_max,external_l1_max,77,0,1,1,0,0,2,0,0,0.0,0,0,0,,
mock_10,4,external_l1_max,external_l1_max,40,0,2,2,0,0,2,0,0,1.0,0,0,0,,
mock_11,4,external_l1_max,external_l1_max,74,1,1,1,0,0,2,0,0,0.0,0,0,0,,
mock_12,4,external_l1_max,external_l1_max,75,1,3,3,0,0,2,0,0,1.0,0,0,0,,
mock_13,4,external_l1_max,external_l1_max,32,0,1,1,0,0,2,0,0,0.0,0,0,0,,
mock_14,4,external_l1_max,external_l1_max,57,0,4,4,0,0,2,0,0,1.0,0,0,0,,
mock_15,4,external_l1_max,external_l1_max,15,1,2,2,0,0,2,0,0,1.0,0,0,0,,
mock_16,4,external_l1_max,external_l1_max,31,0,4,4,0,0,2,0,0,1.0,0,0,0,,
mock_17,4,external_l1_max,external_l1_max,22,1,3,3,0,0,2,0,0,1.0,0,0,0,,
mock_0,6,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,88,0,2,2,0,0,3,1,0,0.0,0,0,0,disabled,
mock_1,6,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,83,0,6,4,0,0,3,1,2,1.0,0,0,0,disabled,
mock_2,6,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,103,1,6,6,0,0,3,2,2,1.0,0,0,0,disabled,
mock_3,6,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,44,1,6,6,0,0,3,1,1,0.5,0,0,0,disabled,
mock_4,6,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,19,1,6,6,0,0,3,1,2,1.0,0,0,0,disabled,
mock_5,6,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,29,1,6,6,0,0,3,1,1,0.5,0,0,0,disabled,
mock_6,6,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,14,0,6,6,0,0,3,2,2,1.0,0,0,0,disabled,
mock_7,6,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,25,0,6,5,0,0,3,1,2,1.0,0,0,0,disabled,
mock_8,6,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,52,1,6,6,0,0,3,2,2,1.0,0,0,0,disabled,
mock_9,6,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,78,1,6,5,0,0,3,1,2,1.0,0,0,0,disabled,
mock_10,6,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,43,1,6,6,0,0,3,2,2,1.0,0,0,0,disabled,
mock_11,6,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,74,1,6,6,0,0,3,1,1,0.5,0,0,0,disabled,
mock_12,6,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,78,0,6,6,0,0,3,2,2,1.0,0,0,0,disabled,
mock_13,6,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,29,1,6,4,0,0,3,2,2,1.0,0,0,0,disabled,
mock_14,6,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,60,1,6,4,0,0,3,2,2,1.0,0,0,0,disabled,
mock_15,6,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,17,0,6,5,0,0,3,1,1,0.5,0,0,0,disabled,
mock_16,6,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,32,1,6,6,0,0,3,1,1,0.5,0,0,0,disabled,
mock_17,6,strict_f3,broad_diversity_aggregation_strong_v1_anti_collapse_answer_group_refinement_repeat_expansion_fine_incumbent_guard_tuned_v1_hard_early_root_depth3_coverage_forced_v1,22,1,2,2,0,0,3,1,0,0.0,0,0,0,disabled,
mock_0,6,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,88,0,6,4,0,0,3,1,2,1.0,3,0,0,disabled,
mock_1,6,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,87,0,6,6,0,0,3,1,2,1.0,3,0,0,disabled,
mock_2,6,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,103,1,6,6,0,0,3,1,1,0.5,3,0,0,disabled,
mock_3,6,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,45,0,6,6,0,0,3,1,1,0.5,3,0,0,disabled,
mock_4,6,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,19,1,6,6,0,0,3,1,2,1.0,3,0,0,disabled,
mock_5,6,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,29,1,6,6,0,0,3,1,2,1.0,3,0,0,disabled,
mock_6,6,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,14,0,6,4,0,0,3,1,1,0.5,3,0,0,disabled,
mock_7,6,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,22,0,6,6,0,0,3,1,1,0.5,3,0,0,disabled,
mock_8,6,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,55,0,6,6,0,0,3,1,2,1.0,3,0,0,disabled,
mock_9,6,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,81,0,6,6,0,0,3,1,2,1.0,3,0,0,disabled,
mock_10,6,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,43,1,6,6,0,0,3,1,2,1.0,3,0,0,disabled,
mock_11,6,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,77,0,6,6,0,0,3,1,2,1.0,3,0,0,disabled,
mock_12,6,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,75,1,6,6,0,0,3,1,1,0.5,3,0,0,disabled,
mock_13,6,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,29,1,6,6,0,0,3,1,1,0.5,3,0,0,disabled,
mock_14,6,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,60,1,2,2,0,0,3,1,0,0.0,2,0,0,disabled,
mock_15,6,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,15,1,4,4,0,0,3,1,1,0.5,3,0,0,disabled,
mock_16,6,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,34,0,6,6,0,0,3,1,2,1.0,3,0,0,disabled,
mock_17,6,early_answer_diversity_maturation_v1,early_answer_diversity_maturation_v1,21,0,4,4,0,0,3,1,1,0.5,3,0,0,disabled,
mock_0,6,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,85,1,6,4,0,0,3,1,2,1.0,0,3,1,outside_early_prefix,recent_same_family_expansions_ge_2;single_family_monopoly_with_admissible_alternative
mock_1,6,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,85,1,6,6,0,0,3,1,0,0.0,0,3,0,no_collapse_trigger,
mock_2,6,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,103,1,6,6,0,0,3,1,1,0.5,0,3,0,no_collapse_trigger,
mock_3,6,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,45,0,2,2,0,0,3,1,0,0.0,0,2,0,no_collapse_trigger,
mock_4,6,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,22,0,6,6,0,0,3,1,2,1.0,0,3,1,outside_early_prefix,recent_same_family_expansions_ge_2;single_family_monopoly_with_admissible_alternative
mock_5,6,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,28,0,6,6,0,0,3,1,2,1.0,0,3,1,outside_early_prefix,recent_same_family_expansions_ge_2;single_family_monopoly_with_admissible_alternative
mock_6,6,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,17,1,6,6,0,0,3,1,1,0.5,0,3,0,no_collapse_trigger,
mock_7,6,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,23,1,6,6,0,0,3,1,2,1.0,0,3,1,outside_early_prefix,recent_same_family_expansions_ge_2;single_family_monopoly_with_admissible_alternative
mock_8,6,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,49,0,6,5,0,0,3,1,2,1.0,0,3,1,outside_early_prefix,recent_same_family_expansions_ge_2;single_family_monopoly_with_admissible_alternative
mock_9,6,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,78,1,6,5,0,0,3,1,2,1.0,0,3,1,outside_early_prefix,recent_same_family_expansions_ge_2;single_family_monopoly_with_admissible_alternative
mock_10,6,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,45,0,6,6,0,0,3,1,1,0.5,0,3,0,no_collapse_trigger,
mock_11,6,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,74,1,6,6,0,0,3,1,1,0.5,0,3,0,no_collapse_trigger,
mock_12,6,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,74,0,6,4,0,0,3,1,1,0.5,0,3,1,outside_early_prefix,recent_same_family_expansions_ge_2;single_family_monopoly_with_admissible_alternative
mock_13,6,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,26,0,6,6,0,0,3,1,1,0.5,0,3,0,no_collapse_trigger,
mock_14,6,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,63,0,6,6,0,0,3,1,2,1.0,0,3,1,outside_early_prefix,recent_same_family_expansions_ge_2;single_family_monopoly_with_admissible_alternative
mock_15,6,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,16,0,6,6,0,0,3,1,2,1.0,0,3,1,outside_early_prefix,recent_same_family_expansions_ge_2;single_family_monopoly_with_admissible_alternative
mock_16,6,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,32,1,2,2,0,0,3,1,0,0.0,0,2,0,no_collapse_trigger,
mock_17,6,early_answer_diversity_maturation_gated_v1,early_answer_diversity_maturation_gated_v1,22,1,6,5,0,0,3,1,2,1.0,0,3,1,outside_early_prefix,recent_same_family_expansions_ge_2;single_family_monopoly_with_admissible_alternative
mock_0,6,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,85,1,6,6,0,0,3,2,2,1.0,0,0,0,disabled,
mock_1,6,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,85,1,6,6,0,0,3,2,2,1.0,0,0,0,disabled,
mock_2,6,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,104,0,6,6,0,0,3,2,2,1.0,0,0,0,disabled,
mock_3,6,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,44,1,6,6,0,0,3,2,2,1.0,0,0,0,disabled,
mock_4,6,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,19,1,6,6,0,0,3,1,2,1.0,0,0,0,disabled,
mock_5,6,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,29,1,6,6,0,0,3,1,1,0.5,0,0,0,disabled,
mock_6,6,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,17,1,6,6,0,0,3,2,2,1.0,0,0,0,disabled,
mock_7,6,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,21,0,6,6,0,0,3,1,1,0.5,0,0,0,disabled,
mock_8,6,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,55,0,6,6,0,0,3,1,1,0.5,0,0,0,disabled,
mock_9,6,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,77,0,6,6,0,0,3,1,2,1.0,0,0,0,disabled,
mock_10,6,strict_f3_anti_collapse_weak_v1,strict_f3_anti_collapse_weak_v1,42,0,6,6,0,0,3,2,2,1.0,0,0,0,disabled,
