provider,model,dataset,dataset_label,example_id,gold_answer,frontier_answer,fta_answer,l1_answer,s1_answer,tale_answer,frontier_correct,fta_correct,l1_correct,s1_correct,tale_correct,external3_correct,pooled4_correct,gold_in_frontier_tree,fta_policy_applied,fix2_applied,fix4_applied,fix2_reason,fix4_reason,source_files,fta_change_type
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_2289,9,12,2,2,2,2,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_234,8,8,3,8,3,3,1,0,1,0,0,0,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,regression
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_2343,25,15,25,25,25,25,0,1,1,1,1,1,1,1,fix4,False,True,not_triggered,external_unanimous_consensus_over_direct_frontier_agree,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_2374,31840,8160,29840,32480,136,29840,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_2472,12,4,12,12,6,12,0,1,1,0,1,1,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_2490,39,45,42,42,45,42,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_2635,7680,5760,7680,7680,5760,7680,0,1,1,0,1,1,0,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_2709,120,60,120,120,120,120,0,1,1,1,1,1,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_2722,5,5,2.5,5,2.5,2.5,1,0,1,0,0,0,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,regression
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_2783,12,12,10,10,12,10,1,0,0,1,0,0,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,regression
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_2970,54,36,54,54,54,54,0,1,1,1,1,1,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_3009,62400,100800,62400,62400,62400,62400,0,1,1,1,1,1,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_3071,5,9,5,5,5,5,0,1,1,1,1,1,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_3106,2500,2700,2500,2500,2500,2500,0,1,1,1,1,1,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_3151,320,260,280,300,8,280,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_3530,75,13.75,75,75,75,75,0,1,1,1,1,1,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_3658,2900,4450,4500,4500,2700,4500,0,0,0,0,0,0,0,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_3706,184,184,204.6,216.8,184,204.6,1,0,0,1,0,0,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,regression
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_385,7,7,5.8,6.95,5.8,5.8,1,0,0,0,0,0,0,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,regression
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_3923,20,16,3,80,400,3,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_3963,21,29,20,20,20,20,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_4102,625,600,625,600,625,625,0,1,0,1,1,1,0,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_4103,11,11,30,30,11,30,1,0,0,1,0,0,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,regression
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_4380,630,1530,630,630,630,630,0,1,1,1,1,1,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_4428,560,760,720,600,220,720,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_4520,231,252,231,231,231,255,0,1,1,1,0,1,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_4776,2800,3400,2800,2800,2800,2800,0,1,1,1,1,1,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_4943,50,500,50,50,50,50,0,1,1,1,1,1,1,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_4969,468,180,468,468,468,468,0,1,1,1,1,1,1,0,fix4,False,True,not_triggered,external_unanimous_consensus_over_direct_frontier_agree,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_5076,1260,1340,1260,1260,1260,1260,0,1,1,1,1,1,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_5092,25,75,25,25,25,25,0,1,1,1,1,1,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_5118,89,94,89,89,78,89,0,1,1,0,1,1,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_5119,150,120,150,150,150,150,0,1,1,1,1,1,1,1,fix4,False,True,not_triggered,external_unanimous_consensus_over_direct_frontier_agree,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_5141,78,69,78,78,78,78,0,1,1,1,1,1,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_537,34560,2880,34560,34560,34560,34560,0,1,1,1,1,1,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_5527,6,4,5,4,2,5,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_5904,39,40,39,39,20,39,0,1,1,0,1,1,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_618,15,20,15,15,15,52,0,1,1,1,0,1,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_6267,288,96,288,288,288,288,0,1,1,1,1,1,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_6305,8,12,8,9,10,8,0,1,0,0,1,1,0,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_6355,5,120,5,5,5.13,5,0,1,1,0,1,1,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_6901,2,3,2,2,2,3,0,1,1,1,0,1,0,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_6912,175,147,161,175,161,161,0,0,1,0,0,0,0,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_6955,60,105,60,60,60,60,0,1,1,1,1,1,1,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_7187,7,6,7,7,7,7,0,1,1,1,1,1,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_7243,45,3,45,45,45,45,0,1,1,1,1,1,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_7302,560,240,595,376,1480,595,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_7354,12,12,14,14,12,14,1,0,0,1,0,0,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,regression
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_800,3,2.5,5,4.5,2.5,5,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_927,31,31,30,30,30,30,1,0,0,0,0,0,0,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,regression
cohere,command-r-plus-08-2024,openai/gsm8k,GSM8K,openai_gsm8k_train_991,72000,18000,72000,72000,72000,72000,0,1,1,1,1,1,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/final_fix24_all_external_validation_20260519_20260520T000902Z/runner_output/cohere_real_model_cost_normalized_validation_final_fix24_live_20260519/per_example_records.jsonl,rescue
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_0,5,15,5,5,5,5,0,1,1,1,1,1,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,rescue
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_101,2,2,11,2,11,11,1,0,1,0,0,0,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,regression
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_103,4,3,4,3,4,4,0,1,0,1,1,1,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,rescue
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_104,17,18,17,17,17,17,0,1,1,1,1,1,1,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,rescue
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_11,3,5,empty set,2,4,empty set,0,0,0,0,0,0,0,1,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_110,2,1.5,1,3,1,1,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_112,18.9,12.7,12.2,12.7,5.2,12.2,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
cohere,command-r-plus-08-2024,HuggingFaceH4/MATH-500,MATH-500,HuggingFaceH4_MATH-500_115,2,144,6,864,144,6,0,0,0,0,0,0,0,0,fix2,True,False,low_depth_external_fallback,fix2_already_applied,outputs/interpretable_core4x4_final_repair_plan_20260717T180003Z/canonical_cell_views/cohere_math500.jsonl,neutral/wrong-to-wrong
